id	description	code_eunis	owner	valide
568	Atlantic and Mediterranean high energy circalittoral rock	A4.1	admin	t
569	Very tide-swept faunal communities on circalittoral rock	A4.11	admin	t
570	[Balanus crenatus] and [Tubularia indivisa] on extremely tide-swept circalittoral rock	A4.111	admin	t
571	[Tubularia indivisa] on tide-swept circalittoral rock	A4.112	admin	t
572	[Tubularia indivisa] and cushion sponges on tide-swept turbid circalittoral bedrock	A4.1121	admin	t
573	[Alcyonium digitatum] with dense [Tubularia indivisa] and anemones on strongly tide-swept circalittoral rock	A4.1122	admin	t
574	Sponge communities on deep circalittoral rock	A4.12	admin	t
575	[Phakellia ventilabrum] and axinellid sponges on deep, wave-exposed circalittoral rock	A4.121	admin	t
576	Mixed faunal turf communities on circalittoral rock	A4.13	admin	t
577	Bryozoan turf and erect sponges on tide-swept circalittoral rock	A4.131	admin	t
578	[Eunicella verrucosa] and [Pentapora foliacea] on wave-exposed circalittoral rock	A4.1311	admin	t
579	Mixed turf of bryozoans and erect sponges with [Dysidia fragilis] and [Actinothoe sphyrodeta] on tide-swept wave-exposed circalittoral rock	A4.1312	admin	t
580	Mixed turf of bryozoans and erect sponges with [Sagartia elegans] on tide-swept ciraclittoral rock	A4.1313	admin	t
581	[Corynactis viridis] and a mixed turf of crisiids, [Bugula], [Scrupocellaria], and [Cellaria] on moderately tide-swept exposed circalittoral rock	A4.132	admin	t
582	Mixed turf of hydroids and large ascidians with [Swiftia pallida] and [Caryophyllia smithii] on weakly tide-swept circalittoral rock	A4.133	admin	t
583	High energy upper circalittoral bedrock and boulders with turf hydroids	A4.133X	admin	t
584	[Flustra foliacea] and colonial ascidians on tide-swept moderately wave-exposed circalittoral rock	A4.134	admin	t
585	[Polyclinum aurantium] and [Flustra foliacea] on sand-scoured tide-swept moderately wave-exposed circalittoral rock	A4.1341	admin	t
586	[Flustra foliacea], small solitary and colonial ascidians on tide-swept circalittoral bedrock or boulders	A4.1342	admin	t
587	[Flustra foliacea] and colonial ascidians on tide-swept exposed circalittoral mixed substrata	A4.1343	admin	t
588	Sparse sponges, [Nemertesia] spp., and [Alcyonidium diaphanum] on circalittoral mixed substrata	A4.135	admin	t
589	[Suberites] spp. with a mixed turf of crisiids and [Bugula] spp. on heavily silted moderately wave-exposed shallow circalittoral rock	A4.136	admin	t
590	[Flustra foliacea] and [Haliclona oculata] with a rich faunal turf on tide-swept circalittoral mixed substrata	A4.137	admin	t
591	[Molgula manhattensis] with a hydroid and bryozoan turf on tide-swept moderately wave-exposed circalittoral rock	A4.138	admin	t
592	Sponges and anemones on vertical circalittoral bedrock	A4.139	admin	t
593	Atlantic and Mediterranean moderate energy circalittoral rock	A4.2	admin	t
594	Echinoderms and crustose communities on circalittoral rock	A4.21	admin	t
595	[Caryophyllia smithii] and [Swiftia pallida] on circalittoral rock	A4.211	admin	t
596	[Caryophyllia smithii], [Swiftia pallida] and [Alcyonium glomeratum] on wave-sheltered circalittoral rock	A4.2111	admin	t
597	High energy upper circalittoral bedrock and boulders with [Alcyonium glomeratum] and sciaphilic algae	A4.211X	admin	t
598	[Caryophyllia smithii], [Swiftia pallida] and large solitary ascidians on exposed or moderately exposed circalittoral rock	A4.2112	admin	t
599	[Caryophyllia smithii], sponges and crustose communities on wave-exposed circalittoral rock	A4.212	admin	t
600	Brittlestars overlying coralline crusts, [Parasmittina trispinosa] and [Caryophyllia smithii] on wave-exposed circalittoral rock	A4.2121	admin	t
601	[Caryophyllia smithii] and sponges with [Pentapora foliacea], [Porella compressa] and crustose communities on wave-exposed circalittoral rock	A4.2122	admin	t
602	[Urticina felina] and sand-tolerant fauna on sand-scoured or covered circalittoral rock	A4.213	admin	t
603	Faunal and algal crusts on exposed to moderately wave-exposed circalittoral rock	A4.214	admin	t
604	[Flustra foliacea] on slightly scoured silty circalittoral rock	A4.2141	admin	t
605	[Alcyonium digitatum], [Pomatoceros triqueter], algal and bryozoan crusts on wave-exposed circalittoral rock	A4.2142	admin	t
606	[Alcyonium digitatum] with [Securiflustra securifrons] on tide-swept moderately wave-exposed circalittoral rock	A4.2143	admin	t
607	Brittlestars on faunal and algal encrusted exposed to moderately wave-exposed circalittoral rock	A4.2144	admin	t
608	Faunal and algal crusts with [Pomatoceros triqueter] and sparse [Alcyonium digitatum] on exposed to moderately wave-exposed circalittoral rock	A4.2145	admin	t
609	[Caryophyllia smithii] with faunal and algal crusts on moderately wave-exposed circalittoral rock	A4.2146	admin	t
610	[Alcyonium digitatum] and faunal crust communities on vertical circalittoral bedrock	A4.215	admin	t
611	Upper circalittoral bedrock and boulders with tube-building amphipoda	A4.2X	admin	t
612	[Sabellaria] reefs on circalittoral rock	A4.22	admin	t
613	[Sabellaria spinulosa] encrusted circalittoral rock	A4.221	admin	t
614	[Sabellaria spinulosa] with a bryozoan turf and barnacles on silty turbid circalittoral rock	A4.2211	admin	t
615	[Sabellaria spinulosa], didemnid and small ascidians on tide-swept moderately wave-exposed circalittoral rock	A4.2212	admin	t
616	Very tide swept upper circalittoral bedrock and boulders with drapery forming proliferating didemnidae	A4.221X	admin	t
617	Upper circalittoral bedrock and boulders with ascidian and buried micro-polychaetes in tide swept channel	A4.2X	admin	t
618	Upper circalittoral bedrock and boulders with [Sabella discifera] in tide swept channel	A4.2XY	admin	t
619	Very-tide swept upper circalittoral bedrock and boulders with [Sabella spallanzani] independently of hydrodynamics	A4.2Y	admin	t
620	Communities on soft circalittoral rock	A4.23	admin	t
621	Piddocks with a sparse associated fauna in sublittoral very soft chalk or clay	A4.231	admin	t
622	[Polydora] sp. tubes on moderately exposed sublittoral soft rock	A4.232	admin	t
623	[Hiatella]-bored vertical sublittoral limestone rock	A4.233	admin	t
624	Mussel beds on circalittoral rock	A4.24	admin	t
625	[Mytilus edulis] beds with hydroids and ascidians on tide-swept exposed to moderately wave-exposed circalittoral rock	A4.241	admin	t
626	[Musculus discors] beds on moderately exposed circalittoral rock	A4.242	admin	t
627	Circalittoral faunal communities in variable salinity	A4.25	admin	t
628	Cushion sponges and hydroids on turbid tide-swept sheltered circalittoral rock	A4.251	admin	t
629	Very-tide swept upper circalittoral bedrock and boulders with proliferating sponges	A4.251X	admin	t
630	Very-tide swept upper circalittoral bedrock and boulders with [Cliona celata]	A4.251Y	admin	t
631	Cushion sponges, hydroids and ascidians on turbid tide-swept sheltered circalittoral rock	A4.2511	admin	t
632	Cushion sponges and hydroids on turbid tide-swept variable salinity sheltered circalittoral rock	A4.2512	admin	t
633	[Halichondria bowerbanki], [Eudendrium arbusculum] and [Eucratea loricata] on reduced salinity tide-swept circalittoral mixed substrata	A4.252	admin	t
634	Faunal communities on deep moderate energy circalittoral rock	A4.27	admin	t
635	Atlantic and Mediterranean low energy circalittoral rock	A4.3	admin	t
636	Brachiopod and ascidian communities on circalittoral rock	A4.31	admin	t
637	Solitary ascidians, including [Ascidia mentula] and [Ciona intestinalis], on wave-sheltered circalittoral rock	A4.311	admin	t
638	Solitary ascidians, including [Ascidia mentula] and [Ciona intestinalis], with [Antedon] spp. on wave-sheltered circalittoral rock	A4.3111	admin	t
639	Dense brittlestars with sparse [Ascidia mentula] and [Ciona intestinalis] on sheltered circalittoral mixed substrata	A4.3112	admin	t
640	Large solitary ascidians and erect sponges on wave-sheltered circalittoral rock	A4.312	admin	t
641	[Antedon] spp., solitary ascidians and fine hydroids on sheltered circalittoral rock	A4.313	admin	t
642	Facies with [Antedon bifida]	A4.31X	admin	t
643	[Neocrania anomala] and [Protanthea simplex] on sheltered circalittoral rock	A4.314	admin	t
644	[Neocrania anomala] and [Protanthea simplex] on very wave-sheltered circalittoral rock	A4.3141	admin	t
645	[Neocrania anomala], [Dendrodoa grossularia] and [Sarcodictyon roseum] on variable salinity circalittoral rock	A4.3142	admin	t
646	Faunal communities on deep low energy circalittoral rock	A4.33	admin	t
647	Lower circalittoral bedrock and boulders with [Dendrophyllia cornigera] - [Smittina cervicornis] and/or [Antipathes subpinnata]	A4.33X	admin	t
648	Lower circalittoral bedrock and boulders with [Poecillastra compressa] and [Geodia sp]. and/or Bryozoan	A4.33X	admin	t
649	Features of circalittoral rock	A4.7	admin	t
650	Communities of circalittoral caves and overhangs	A4.71	admin	t
651	Sponges, cup corals and anthozoans on shaded or overhanging circalittoral rock	A4.711	admin	t
652	Caves and overhangs with [Parazoanthus axinellae]	A4.712	admin	t
653	Caves and overhangs with [Leptopsammia pruvoti]	A4.714	admin	t
654	Caves and ducts in total darkness (including caves without light or water movement at upper levels)	A4.715	admin	t
655	Circalittoral fouling faunal communities	A4.72	admin	t
656	[Alcyonium digitatum] and [Metridium senile] on moderately wave-exposed circalittoral steel wrecks	A4.721	admin	t
657	[Ascidiella aspersa] on circalittoral artificial substrata	A4.722	admin	t
658	Vents and seeps in circalittoral rock	A4.73	admin	t
659	Freshwater seeps in circalittoral rock	A4.731	admin	t
660	Oil seeps in circalittoral rock	A4.732	admin	t
661	Vents in circalittoral rock	A4.733	admin	t
662	Sublittoral sediment	A5	admin	t
663	Sublittoral coarse sediment	A5.1	admin	t
664	Infralittoral coarse sediment	A5.13	admin	t
665	Sparse fauna on highly mobile sublittoral shingle (cobbles and pebbles)	A5.131	admin	t
666	[Halcampa chrysanthellum] and [Edwardsia timida] on sublittoral clean stone gravel	A5.132	admin	t
667	[Moerella] spp. with venerid bivalves in infralittoral gravelly sand	A5.133	admin	t
668	[Hesionura elongata] and [Microphthalmus similis] with other interstitial polychaetes in infralittoral mobile coarse sand	A5.134	admin	t
669	[Glycera lapidum] in impoverished infralittoral mobile gravel and sand	A5.135	admin	t
670	Cumaceans and [Chaetozone setosa] in infralittoral gravelly sand	A5.136	admin	t
671	Dense [Lanice conchilega] and other polychaetes in tide-swept infralittoral sand and mixed gravelly sand	A5.137	admin	t
672	Association with rhodolithes in coarse sands and fine gravels mixed by waves	A5.138	admin	t
673	Facies with [Gouania wildenowi]	A5.139	admin	t
674	Medium-coarse clean sands with [Donax trunculus] and sometimes [Donacilla cornea]	A5.13B1	admin	t
675	Medium-coarse clean sands with [Chamelea gallina]	A5.13B2	admin	t
676	Medium-coarse clean sands with [Anadara inaequivalvis]	A5.13B3	admin	t
677	Coarse sands with [Gouldia minima] and amphipods	A5.13B4	admin	t
678	Circalittoral coarse sediment	A5.14	admin	t
679	[Pomatoceros triqueter] with barnacles and bryozoan crusts on unstable circalittoral cobbles and pebbles	A5.141	admin	t
680	[Mediomastus fragilis], [Lumbrineris] spp. and venerid bivalves in circalittoral coarse sand or gravel	A5.142	admin	t
681	[Protodorvillea kefersteini] and other polychaetes in impoverished circalittoral mixed gravelly sand	A5.143	admin	t
682	[Neopentadactyla mixta] in circalittoral shell gravel or coarse sand	A5.144	admin	t
683	[Branchiostoma lanceolatum] in circalittoral coarse sand with shell gravel	A5.145	admin	t
684	[Branchiostoma lanceolatum] in circalittoral coarse sand with shell gravel with presence of maerl	A5.145X	admin	t
685	Scallops on shell gravel and sand with some sand scour	A5.146	admin	t
686	Sublittoral sand	A5.2	admin	t
687	Sublittoral sand in variable salinity (estuaries)	A5.22	admin	t
688	Infralittoral mobile sand in variable salinity (estuaries)	A5.221	admin	t
689	[Nephtys cirrosa] and [Macoma balthica] in variable salinity infralittoral mobile sand	A5.222	admin	t
690	[Neomysis integer] and [Gammarus] spp. in fluctuating low salinity infralittoral mobile sand	A5.223	admin	t
691	Infralittoral fine sand	A5.23	admin	t
692	Infralittoral mobile clean sand with sparse fauna	A5.231	admin	t
693	[Sertularia cupressina] and [Hydrallmania falcata] on tide-swept sublittoral sand with cobbles or pebbles	A5.232	admin	t
694	[Nephtys cirrosa] and [Bathyporeia] spp. in infralittoral sand	A5.233	admin	t
695	Semi-permanent tube-building amphipods and polychaetes in sublittoral sand	A5.234	admin	t
696	Infralittoral muddy sand	A5.24	admin	t
697	[Echinocardium cordatum] and [Ensis] spp. in lower shore and shallow sublittoral slightly muddy fine sand	A5.241	admin	t
698	[Fabulina fabula] and [Magelona mirabilis] with venerid bivalves and amphipods in infralittoral compacted fine muddy sand	A5.242	admin	t
699	[Arenicola marina] in infralittoral fine sand or muddy sand	A5.243	admin	t
700	[Spisula subtruncata] and [Nephtys hombergii] in shallow muddy sand	A5.244	admin	t
701	[Turritella] in muddy sands	A5.245	admin	t
702	[Ervillia castanea] beds in infralittoral sand	A5.246	admin	t
703	Circalittoral fine sand	A5.25	admin	t
704	[Echinocyamus pusillus], [Ophelia borealis] and [Abra prismatica] in circalittoral fine sand	A5.251	admin	t
705	[Abra prismatica], [Bathyporeia elegans] and polychaetes in circalittoral fine sand	A5.252	admin	t
706	Medium to very fine sand, 100-120 m, with polychaetes [Spiophanes kroyeri], [Amphipectene auricoma], [Myriochele] sp., [Aricidea wassi] and amphipods [Harpinia antennaria]	A5.253	admin	t
707	Circalittoral muddy sand	A5.26	admin	t
708	[Abra alba] and [Nucula nitidosa] in circalittoral muddy sand or slightly mixed sediment	A5.261	admin	t
709	[Amphiura brachiata] with [Astropecten irregularis] and other echinoderms in circalittoral muddy sand	A5.262	admin	t
710	Deep circalittoral sand	A5.27	admin	t
711	Maldanid polychaetes and [Eudorellopsis deformis] in deep circalittoral sand or muddy sand	A5.271	admin	t
712	[Owenia fusiformis] and [Amphiura filiformis] in deep circalittoral sand or muddy sand	A5.272	admin	t
713	Sublittoral mud	A5.3	admin	t
714	Sublittoral mud in low or reduced salinity	A5.31	admin	t
715	Sublittoral mud in variable salinity (estuaries)	A5.32	admin	t
716	[Polydora ciliata] and [Corophium volutator] in variable salinity infralittoral firm mud or clay	A5.321	admin	t
717	[Aphelochaeta marioni] and [Tubificoides] spp. in variable salinity infralittoral mud	A5.322	admin	t
718	[Nephtys hombergii] and [Tubificoides] spp. in variable salinity infralittoral soft mud	A5.323	admin	t
719	Infralittoral fluid mobile mud	A5.324	admin	t
720	[Capitella capitata] and [Tubificoides] spp. in reduced salinity infralittoral muddy sediment	A5.325	admin	t
721	Oligochaetes in variable or reduced salinity infralittoral muddy sediment	A5.326	admin	t
722	[Limnodrilus hoffmeisteri], [Tubifex tubifex] and [Gammarus] spp. in low salinity infralittoral muddy sediment	A5.327	admin	t
723	Infralittoral sandy mud	A5.33	admin	t
724	[Nephtys hombergii] and [Macoma balthica] in infralittoral sandy mud	A5.331	admin	t
725	[Sagartiogeton undatus] and [Ascidiella aspersa] on infralittoral sandy mud	A5.332	admin	t
726	[Mysella bidentata] and [Abra] spp. in infralittoral sandy mud	A5.333	admin	t
727	[Melinna palmata] with [Magelona] spp. and [Thyasira] spp. in infralittoral sandy mud	A5.334	admin	t
728	[Ampelisca] spp., [Photis longicaudata] and other tube-building amphipods and polychaetes in infralittoral sandy mud	A5.335	admin	t
729	[Capitella capitata] in enriched sublittoral muddy sediments	A5.336	admin	t
730	Infralittoral fine mud	A5.34	admin	t
731	[Cerastoderma edule] with [Abra nitida] in infralittoral mud	A5.341	admin	t
732	[Arenicola marina] in infralittoral mud	A5.342	admin	t
733	[Philine aperta] and [Virgularia mirabilis] in soft stable infralittoral mud	A5.343	admin	t
734	[Ocnus planci] aggregations on sheltered sublittoral muddy sediment	A5.344	admin	t
735	Oligochaetes in mobile mud	A5.346	admin	t
736	Circalittoral sandy mud	A5.35	admin	t
737	[Amphiura filiformis], [Mysella bidentata] and [Abra nitida] in circalittoral sandy mud	A5.351	admin	t
738	[Thyasira] spp. and [Nuculoma tenuis] in circalittoral sandy mud	A5.352	admin	t
739	[Virgularia mirabilis] and [Ophiura] spp. with [Pecten maximus] on circalittoral sandy or shelly mud	A5.354	admin	t
740	[Virgularia mirabilis] and [Ophiura] spp. with [Pecten maximus], hydroids and ascidians on circalittoral sandy or shelly mud with shells or stones	A5.3541	admin	t
741	[Lagis koreni] and [Phaxas pellucidus] in circalittoral sandy mud	A5.355	admin	t
742	Circalittoral fine mud	A5.36	admin	t
743	Seapens and burrowing megafauna in circalittoral fine mud	A5.361	admin	t
744	Seapens, including [Funiculina quadrangularis], and burrowing megafauna in undisturbed circalittoral fine mud	A5.3611	admin	t
745	Burrowing megafauna and [Maxmuelleria lankesteri] in circalittoral mud	A5.362	admin	t
746	[Brissopsis lyrifera] and [Amphiura chiajei] in circalittoral mud	A5.363	admin	t
747	Silty sediments > 140 m with polychaetes [Lumbrineris fragilis], [Levinsenia gracilis] and amphipods [Eriopisa elongata]	A5.364	admin	t
748	[Spiochaetopterus] beneath high salinity Atlantic water	A5.365	admin	t
749	[Macoma calcarea] in deep-water soft clayey mud	A5.366	admin	t
750	Very soft muds with [Nephthys hombergii]	A5.3671	admin	t
751	Soft muds with [Abra prismatica], [Acanthocardia paucicostata] and [Spisula subtruncata]	A5.3672	admin	t
752	Sublittoral mixed sediments	A5.4	admin	t
753	Sublittoral mixed sediment in low or reduced salinity	A5.41	admin	t
754	Sublittoral mixed sediment in variable salinity (estuaries)	A5.42	admin	t
755	[Aphelochaeta] spp. and [Polydora] spp. in variable salinity infralittoral mixed sediment	A5.421	admin	t
756	[Crepidula fornicata] and [Mediomastus fragilis] in variable salinity infralittoral mixed sediment	A5.422	admin	t
757	Infralittoral mixed sediments	A5.43	admin	t
758	[Crepidula fornicata] with ascidians and anemones on infralittoral coarse mixed sediment	A5.431	admin	t
759	[Sabella pavonina] with sponges and anemones on infralittoral mixed sediment	A5.432	admin	t
760	[Venerupis senegalensis], [Amphipholis squamata] and [Apseudes latreilli] in infralittoral mixed sediment	A5.433	admin	t
761	[Limaria hians] beds in tide-swept sublittoral muddy mixed sediment	A5.434	admin	t
762	[Ostrea edulis] beds on shallow sublittoral muddy mixed sediment	A5.435	admin	t
763	Circalittoral mixed sediments	A5.44	admin	t
764	[Cerianthus lloydii] and other burrowing anemones in circalittoral muddy mixed sediment	A5.441	admin	t
765	[Cerianthus lloydii] with [Nemertesia] spp. and other hydroids in circalittoral muddy mixed sediment	A5.4411	admin	t
766	Sparse [Modiolus modiolus], dense [Cerianthus lloydii] and burrowing holothurians on sheltered circalittoral stones and mixed sediment	A5.442	admin	t
767	[Mysella bidentata] and [Thyasira] spp. in circalittoral muddy mixed sediment	A5.443	admin	t
768	[Flustra foliacea] and [Hydrallmania falcata] on tide-swept circalittoral mixed sediment	A5.444	admin	t
769	[Ophiothrix fragilis] and/or [Ophiocomina nigra] brittlestar beds on sublittoral mixed sediment	A5.445	admin	t
771	Sublittoral macrophyte-dominated sediment	A5.5	admin	t
772	Maerl beds	A5.51	admin	t
773	[Phymatolithon calcareum] maerl beds in infralittoral clean gravel or coarse sand	A5.511	admin	t
774	[Phymatolithon calcareum] maerl beds with red seaweeds in shallow infralittoral clean gravel or coarse sand	A5.5111	admin	t
775	[Phymatolithon calcareum] maerl beds with [Neopentadactyla mixta] and other echinoderms in deeper infralittoral clean gravel or coarse sand	A5.5112	admin	t
776	[Lithothamnion glaciale] maerl beds in tide-swept variable salinity infralittoral gravel	A5.512	admin	t
777	[Lithothamnion corallioides] maerl beds on infralittoral muddy gravel	A5.513	admin	t
778	[Lithophyllum fasciculatum] maerl beds on infralittoral mud	A5.514	admin	t
779	Association with rhodolithes in coarse sands and fine gravels under the influence of bottom currents	A5.515	admin	t
780	Association with rhodolithes on coastal detritic bottoms	A5.516	admin	t
781	Kelp and seaweed communities on sublittoral sediment	A5.52	admin	t
782	[Laminaria saccharina] and red seaweeds on infralittoral sediments	A5.521	admin	t
783	Red seaweeds and kelps on tide-swept mobile infralittoral cobbles and pebbles	A5.5211	admin	t
784	[Laminaria saccharina] and robust red algae on infralittoral gravel and pebble	A5.5212	admin	t
785	[Laminaria saccharina] and filamentous red algae on infralittoral sand	A5.5213	admin	t
786	[Laminaria saccharina] with red and brown seaweeds on lower infralittoral muddy mixed sediment	A5.5214	admin	t
787	[Laminaria saccharina] and [Chorda filum] on sheltered upper infralittoral muddy sediment	A5.522	admin	t
788	[Laminaria saccharina] with [Psammechinus miliaris] and/or [Modiolus modiolus] on variable salinity infralittoral sediment	A5.523	admin	t
789	[Laminaria saccharina], [Gracilaria gracilis] and brown seaweeds on full salinity infralittoral sediment	A5.524	admin	t
790	[Laminaria saccharina] and [Gracilaria gracilis] with sponges and ascidians on variable salinity infralittoral sediment	A5.525	admin	t
791	Mats of [Trailliella] on infralittoral muddy gravel	A5.526	admin	t
792	Loose-lying mats of [Phyllophora crispa] on infralittoral muddy sediment	A5.527	admin	t
793	Filamentous green seaweeds on low salinity infralittoral mixed sediment or rock	A5.528	admin	t
794	Facies with [Ficopomatus enigmaticus]	A5.529	admin	t
795	Association with [Gracilaria] spp.	A5.52A	admin	t
796	Association with [Chaetomorpha linum] and [Valonia aegagropila]	A5.52B	admin	t
797	Association with [Halopitys incurva]	A5.52C	admin	t
798	Association with [Ulva laetevirens] and [Enteromorpha linza]	A5.52D	admin	t
799	Association with [Cystoseira barbata]	A5.52E	admin	t
800	Association with [Lamprothamnium papulosum]	A5.52F	admin	t
801	Association with [Cladophora echinus] and [Rytiphloea tinctoria]	A5.52G	admin	t
802	Association with [Peyssonnelia rosa-marina]	A5.52H	admin	t
803	Association with [Arthrocladia villosa]	A5.52I	admin	t
804	Association with [Osmundaria volubilis]	A5.52J	admin	t
805	Association with [Kallymenia patens]	A5.52K	admin	t
806	Sublittoral seagrass beds	A5.53	admin	t
807	[Zostera] beds in full salinity infralittoral sediments	A5.533	admin	t
808	[Zostera marina]/[angustifolia] beds on lower shore or infralittoral clean or muddy sand	A5.5331	admin	t
809	Association with [Zostera noltii] in euryhaline and eurythermal environment	A5.53321	admin	t
810	Association with [Zostera noltii] on superficial muddy sands in sheltered waters	A5.53322	admin	t
811	Association with [Zostera marina] in euryhaline and eurythermal environment	A5.5333	admin	t
812	[Ruppia] and [Zannichellia] communities	A5.534	admin	t
813	Middle European [Ruppia] and [Zannichellia] communities	A5.5341	admin	t
814	[Ruppia maritima] in reduced salinity infralittoral muddy sand	A5.5343	admin	t
815	Angiosperm communities in reduced salinity	A5.54	admin	t
816	Vegetation of brackish waters dominated by [Phragmites australis]	A5.541	admin	t
817	Association with [Potamogeton pectinatus]	A5.542	admin	t
818	Vegetation of brackish waters dominated by [Ranunculus baudotii]	A5.543	admin	t
819	Vegetation of brackish waters dominated by [Scirpus lacustris] or [Scirpus tabernaemontani]	A5.544	admin	t
820	[Zostera] beds in reduced salinity infralittoral sediments	A5.545	admin	t
821	Sublittoral biogenic reefs	A5.6	admin	t
822	Sublittoral polychaete worm reefs on sediment	A5.61	admin	t
823	[Sabellaria spinulosa] on stable circalittoral mixed sediment	A5.611	admin	t
824	[Sabellaria alveolata] on variable salinity sublittoral mixed sediment	A5.612	admin	t
825	[Serpula vermicularis] reefs on very sheltered circalittoral muddy sand	A5.613	admin	t
826	Sublittoral mussel beds on sediment	A5.62	admin	t
827	[Modiolus modiolus] beds with hydroids and red seaweeds on tide-swept circalittoral mixed substrata	A5.621	admin	t
828	[Modiolus modiolus] beds on open coast circalittoral mixed sediment	A5.622	admin	t
829	[Modiolus modiolus] beds with fine hydroids and large solitary ascidians on very sheltered circalittoral mixed substrata	A5.623	admin	t
830	[Modiolus modiolus] beds with [Chlamys varia], sponges, hydroids and bryozoans on slightly tide-swept very sheltered circalittoral mixed substrata	A5.624	admin	t
831	[Mytilus edulis] beds on sublittoral sediment	A5.625	admin	t
832	[Hiatella arctica] beds on silty clay with small pebbles and shells	A5.626	admin	t
833	Circalittoral coral reefs	A5.63	admin	t
834	Circalittoral [Lophelia pertusa] reefs	A5.631	admin	t
835	Coastal habitats	B	admin	t
836	Coastal dunes and sandy shores	B1	admin	t
837	Sand beach driftlines	B1.1	admin	t
838	Sand beaches above the driftline	B1.2	admin	t
839	Unvegetated sand beaches above the driftline	B1.21	admin	t
840	Biocenosis of supralittoral sands	B1.22	admin	t
841	Facies of depressions with residual humidity	B1.221	admin	t
842	Facies of quickly-drying wracks	B1.222	admin	t
843	Facies of tree trunks which have been washed ashore	B1.223	admin	t
844	Facies of phanerogams which have been washed ashore (upper part)	B1.224	admin	t
845	Sandy beach ridges with no or low vegetation	B1.24	admin	t
846	Sandy beach ridges dominated by shrubs or trees	B1.25	admin	t
847	Shifting coastal dunes	B1.3	admin	t
848	Embryonic shifting dunes	B1.31	admin	t
849	Atlantic embryonic dunes	B1.311	admin	t
850	Large migrating dunes with no or low vegetation	B1.314	admin	t
851	White dunes	B1.32	admin	t
852	Atlantic white dunes	B1.321	admin	t
853	Coastal dunes: white dunes (sensu strictu)	B1.3211	admin	t
854	Coastal dunes: green dunes	B1.3212	admin	t
855	Coastal stable dune grassland (grey dunes)	B1.4	admin	t
856	Northern fixed grey dunes	B1.41	admin	t
857	Crested-hairgrass dune communities	B1.411	admin	t
858	Grey-hairgrass dune communities	B1.412	admin	t
859	Mouse-ear dune communities	B1.413	admin	t
860	Atlantic dune [Mesobromion] grassland	B1.45	admin	t
861	Atlantic dune thermophile fringes	B1.46	admin	t
862	Dune fine-grass annual communities	B1.47	admin	t
863	Coastal dune heaths	B1.5	admin	t
864	[Empetrum] brown dunes	B1.51	admin	t
865	[Calluna vulgaris] brown dunes	B1.52	admin	t
866	East Anglian ling coastal dune heaths	B1.521	admin	t
867	French ling coastal dune heaths	B1.522	admin	t
868	French bell heather coastal dune heaths	B1.524	admin	t
869	French Dorset heath coastal dune heaths	B1.525	admin	t
870	Coastal dune scrub	B1.6	admin	t
871	Coastal dune thickets	B1.61	admin	t
872	[Hippophae rhamnoides] dune thickets	B1.611	admin	t
873	Western nemoral mixed dune thickets	B1.612	admin	t
874	[Salix arenaria] mats	B1.62	admin	t
875	Dune [Juniperus] thickets	B1.63	admin	t
876	Dune prickly juniper thickets	B1.631	admin	t
877	Lycian juniper thickets	B1.632	admin	t
878	Rufescent juniper thickets	B1.633	admin	t
879	Common juniper dune thickets	B1.634	admin	t
880	Dune sclerophyllous scrubs and thickets	B1.64	admin	t
881	Coastal dune woods	B1.7	admin	t
882	Coastal brown dunes covered with natural or almost natural coniferous forest, e.g. [Pinus silvestris]	B1.71	admin	t
883	Coastal brown dunes covered with deciduous forest ([Fagus], [Betula], [Quercus])	B1.72	admin	t
884	Moist and wet dune slacks	B1.8	admin	t
885	Dune-slack pools	B1.81	admin	t
886	Dune-slack pioneer swards	B1.82	admin	t
887	Dune-slack fens	B1.83	admin	t
888	Dune-slack grassland and heaths	B1.84	admin	t
889	Dune-slack reedbeds, sedgebeds and canebeds	B1.85	admin	t
890	Coastal dunes: wet dune slacks: dominated by shrubs or trees	B1.86	admin	t
891	Machair	B1.9	admin	t
892	Rock cliffs, ledges and shores, including the supralittoral	B3	admin	t
893	Supralittoral rock (lichen or splash zone)	B3.1	admin	t
894	Lichens or small green algae on supralittoral and littoral fringe rock	B3.11	admin	t
895	Yellow and grey lichens on supralittoral rock	B3.111	admin	t
896	[Prasiola stipitata] on nitrate-enriched supralittoral or littoral fringe rock	B3.112	admin	t
897	[Verrucaria maura] on littoral fringe rock	B3.113	admin	t
898	[Verrucaria maura] and sparse barnacles on exposed littoral fringe rock	B3.1131	admin	t
899	[Verrucaria maura] on very exposed to very sheltered upper littoral fringe rock	B3.1132	admin	t
900	[Blidingia] spp. on vertical littoral fringe chalk	B3.114	admin	t
901	[Ulothrix flacca] and [Urospora] spp. on freshwater-influenced vertical littoral fringe soft rock	B3.115	admin	t
902	Association with [Entophysalis deusta] and [Verrucaria amphibia]	B3.116	admin	t
903	Rock stacks and islets above high tide level in splash zone	B3.12	admin	t
904	Unvegetated rock cliffs, ledges, shores and islets	B3.2	admin	t
905	Temperate Atlantic sea-cliffs and rocky shores	B3.23	admin	t
906	Rock stacks and islets above splash zone	B3.27	admin	t
907	Rock cliffs, ledges and shores, with angiosperms	B3.3	admin	t
908	Atlantic sea-cliff communities	B3.31	admin	t
909	Coastal lagoon cliff communities	B3.36	admin	t
910	Soft sea-cliffs, often vegetated	B3.4	admin	t
