Symbiont accepted name;Host accepted name;Ocean origin;Region origin;Country origin
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Aiptasia pallida;Caribbean;Florida;United States
Symbiodinium sp.;Cassiopea xamachana;Caribbean;;Jamaica
Symbiodinium sp.;Mastigias sp.;Pacific;;Palau
Symbiodinium sp.;Tridacna gigas;Pacific;Indo-Pacific;
Symbiodinium sp.;Unknown species #4;Pacific;Okinawa;Japan
Symbiodinium sp.;Zoanthus sociatus;Caribbean;;Jamaica
Symbiodinium sp.;Acropora brueggemanni;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora sp.;Pacific;Okinawa;Japan
Symbiodinium sp.;Entacmaea quadricolor;Pacific;Okinawa;Japan
Symbiodinium sp.;Aiptasia pulchella;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Briareum asbestinum;Caribbean;Florida;United States
Symbiodinium sp.;Eunicea sp.;Caribbean;Florida;United States
Symbiodinium sp.;Gorgonia sp.;Caribbean;Florida;United States
Symbiodinium sp.;Plexaura flexuosa;Caribbean;Florida;United States
Symbiodinium sp.;Plexaura flexuosa;Caribbean;Florida;United States
Symbiodinium sp.;Plexaura homomalla;Caribbean;San Blas Islands;Panama
Symbiodinium sp.;Plexaura kuna;Caribbean;Nisntupo;Panama
Symbiodinium sp.;Plexaura kuna;Caribbean;Bocas del Toro;Panama
Symbiodinium sp.;Plexaura kuna;Caribbean;Florida;United States
Symbiodinium sp.;Plexaura kuna;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Plexaura kuna;Caribbean;Florida;United States
Symbiodinium sp.;Plexaura kuna;Caribbean;San Blas Islands;Panama
Symbiodinium sp.;Plexaura kuna;Caribbean;San Blas Islands;Panama
Symbiodinium sp.;Plexaura kuna;Caribbean;Bocas del Toro;Panama
Symbiodinium sp.;Plexaura kuna;Caribbean;Bocas del Toro;Panama
Symbiodinium sp.;Plexaura kuna;Caribbean;Bocas del Toro;Panama
Symbiodinium sp.;Plexaura kuna;Caribbean;Florida;United States
Symbiodinium sp.;Plexaura kuna;Caribbean;;Bahamas
Symbiodinium sp.;Plexaura kuna;Caribbean;San Blas Islands;Panama
Symbiodinium sp.;Porites lutea/evermanni;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Pseudopterogorgia americana;Caribbean;Florida;United States
Symbiodinium sp.;Pseudopterogorgia elisabethae;Caribbean;;Bahamas
Symbiodinium sp.;Pseudopterogorgia elisabethae;Caribbean;;Bahamas
Symbiodinium sp.;Aiptasia pallida;Atlantic;Bermuda;United kingdom
Symbiodinium sp.;Aiptasia pallida;Atlantic;Bermuda;United kingdom
Symbiodinium sp.;Aiptasia pallida;Atlantic;Bermuda;United kingdom
Symbiodinium sp.;Favia fragum;Atlantic;Bermuda;United kingdom
Symbiodinium sp.;Montastraea annularis;Atlantic;Bermuda;United kingdom
Symbiodinium sp.;Montastraea annularis;Caribbean;;Panama
Symbiodinium sp.;Oculina diffusa;Atlantic;Bermuda;United kingdom
Symbiodinium sp.;Acropora latistella;Indian;Western Australia;Australia
Symbiodinium sp.;Acropora latistella;Indian;Western Australia;Australia
Symbiodinium sp.;Acropora latistella;Indian;Western Australia;Australia
Symbiodinium sp.;Acropora latistella;Indian;Western Australia;Australia
Symbiodinium sp.;Acropora latistella;Indian;Western Australia;Australia
Symbiodinium sp.;Acropora latistella;Indian;Western Australia;Australia
Symbiodinium sp.;Coscinaraea marshae;Indian;Western Australia;Australia
Symbiodinium sp.;Coscinaraea mcneilli;Indian;Western Australia;Australia
Symbiodinium sp.;Coscinaraea mcneilli;Indian;Western Australia;Australia
Symbiodinium sp.;Coscinaraea mcneilli;Indian;Western Australia;Australia
Symbiodinium sp.;Cyphastrea chalcidicum;Indian;Western Australia;Australia
Symbiodinium sp.;Echinopora lamellosa;Indian;Western Australia;Australia
Symbiodinium sp.;Echinopora lamellosa;Indian;Western Australia;Australia
Symbiodinium sp.;Favites abdita;Indian;Western Australia;Australia
Symbiodinium sp.;Favites abdita;Indian;Western Australia;Australia
Symbiodinium sp.;Favites abdita;Indian;Western Australia;Australia
Symbiodinium sp.;Favites abdita;Indian;Western Australia;Australia
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Australia;Australia
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Australia;Australia
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Australia;Australia
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Australia;Australia
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Australia;Australia
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Australia;Australia
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea aspera;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea aspera;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea aspera;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea aspera;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea aspera;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea aspera;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea australensis;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea australensis;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea australensis;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea australensis;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea australensis;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea australensis;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea australensis;Indian;Western Australia;Australia
Symbiodinium sp.;Goniastrea australensis;Indian;Western Australia;Australia
Symbiodinium sp.;Hydnophora rigida;Indian;Western Australia;Australia
Symbiodinium sp.;Lobophyllia hemprichii;Indian;Western Australia;Australia
Symbiodinium sp.;Montipora mollis;Indian;Western Australia;Australia
Symbiodinium sp.;Montipora mollis;Indian;Western Australia;Australia
Symbiodinium sp.;Plesiastrea versipora;Indian;Western Australia;Australia
Symbiodinium sp.;Plesiastrea versipora;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora damicornis;Indian;Western Australia;Australia
Symbiodinium sp.;Seriatopora caliendrum;Indian;Western Australia;Australia
Symbiodinium sp.;Stylophora pistillata;Indian;Western Australia;Australia
Symbiodinium sp.;Symphyllia wilsoni;Indian;Western Australia;Australia
Symbiodinium sp.;Turbinaria mesenterina;Indian;Western Australia;Australia
Symbiodinium sp.;Turbinaria mesenterina;Indian;Western Australia;Australia
Symbiodinium sp.;Turbinaria mesenterina;Indian;Western Australia;Australia
Symbiodinium sp.;Turbinaria mesenterina;Indian;Western Australia;Australia
Symbiodinium sp.;Turbinaria reniformis;Indian;Western Australia;Australia
Symbiodinium sp.;Pocillopora eydouxi;Pacific;American Samoa;United States
Symbiodinium sp.;Pocillopora eydouxi;Pacific;American Samoa;United States
Symbiodinium sp.;Pocillopora eydouxi;Pacific;American Samoa;United States
Symbiodinium sp.;Pocillopora eydouxi;Pacific;American Samoa;United States
Symbiodinium sp.;Pocillopora eydouxi;Pacific;American Samoa;United States
Symbiodinium sp.;Pocillopora eydouxi;Pacific;American Samoa;United States
Symbiodinium sp.;Porites lobata;Pacific;American Samoa;United States
Symbiodinium sp.;Acropora cervicornis;Aquarium;Florida;United States
Symbiodinium sp.;Acropora formosa;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora formosa (muricata);Aquarium;Florida;United States
Symbiodinium sp.;Acropora granulosa;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora granulosa;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora granulosa;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora humilis;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora humilis;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora microphthalma;Aquarium;Florida;United States
Symbiodinium sp.;Acropora millepora;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora millepora;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora millepora;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora millepora;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora sp.;Aquarium;Florida;United States
Symbiodinium sp.;Acropora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora sp.;Aquarium;;
Symbiodinium sp.;Acropora sp.;Aquarium;Florida;United States
Symbiodinium sp.;Acropora sp.;Aquarium;;United States
Symbiodinium sp.;Acropora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora sp.;Aquarium;;United States
Symbiodinium sp.;Acropora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora sp.;Aquarium;;
Symbiodinium sp.;Acropora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora sp.;Aquarium;;
Symbiodinium sp.;Acropora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora tenuis;Aquarium;Florida;United States
Symbiodinium sp.;Acropora valida;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora valida;Aquarium;Florida;United States
Symbiodinium sp.;Acropora valida;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora valida;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora valida;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora valida;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Acropora yongei;Aquarium;;
Symbiodinium sp.;Anacropora spinosa;Aquarium;Florida;United States
Symbiodinium sp.;Discosoma sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Echinopora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Euphyllia ancora;Aquarium;Florida;United States
Symbiodinium sp.;Euphyllia ancora;Aquarium;Florida;United States
Symbiodinium sp.;Euphyllia divisa;Aquarium;Florida;United States
Symbiodinium sp.;Euphyllia sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Euphyllia sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Fungia sp.;Aquarium;Florida;United States
Symbiodinium sp.;Hydnophora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Hydnophora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Lobophytum sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora aequituberculata;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora capitata;Aquarium;Florida;United States
Symbiodinium sp.;Montipora capitata;Aquarium;Florida;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;;Fiji
Symbiodinium sp.;Montipora capricornis;Aquarium;California;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;Nebraska;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;;
Symbiodinium sp.;Montipora capricornis;Aquarium;;Fiji
Symbiodinium sp.;Montipora capricornis;Aquarium;California;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;Nebraska;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;;
Symbiodinium sp.;Montipora capricornis;Aquarium;;
Symbiodinium sp.;Montipora capricornis;Aquarium;;United States
Symbiodinium sp.;Montipora capricornis;Aquarium;;
Symbiodinium sp.;Montipora capricornis;Aquarium;Nebraska;United States
Symbiodinium sp.;Montipora confusa;Aquarium;;United States
Symbiodinium sp.;Montipora digitata;Aquarium;;Fiji
Symbiodinium sp.;Montipora digitata;Aquarium;;
Symbiodinium sp.;Montipora digitata;Aquarium;;
Symbiodinium sp.;Montipora digitata;Aquarium;;United States
Symbiodinium sp.;Montipora digitata;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora digitata;Aquarium;Nebraska;United States
Symbiodinium sp.;Montipora digitata;Aquarium;;
Symbiodinium sp.;Montipora digitata;Aquarium;;
Symbiodinium sp.;Montipora digitata;Aquarium;Florida;United States
Symbiodinium sp.;Montipora digitata;Aquarium;;
Symbiodinium sp.;Montipora digitata;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora sp.;Aquarium;;Fiji
Symbiodinium sp.;Montipora sp.;Aquarium;;
Symbiodinium sp.;Montipora sp.;Aquarium;Florida;United States
Symbiodinium sp.;Montipora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora sp.;Aquarium;;
Symbiodinium sp.;Montipora sp.;Aquarium;;Fiji
Symbiodinium sp.;Montipora sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora sp.;Aquarium;;
Symbiodinium sp.;Montipora sp.;Aquarium;Florida;United States
Symbiodinium sp.;Montipora sp.;Aquarium;;Fiji
Symbiodinium sp.;Montipora sp.;Aquarium;Florida;United States
Symbiodinium sp.;Montipora sp.;Aquarium;Florida;United States
Symbiodinium sp.;Montipora spongodes;Aquarium;;Fiji
Symbiodinium sp.;Montipora spongodes;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Montipora stellata;Aquarium;;Fiji
Symbiodinium sp.;Montipora stellata;Aquarium;Florida;United States
Symbiodinium sp.;Pachyseris gemmae;Aquarium;Florida;United States
Symbiodinium sp.;Pavona cactus;Aquarium;Florida;United States
Symbiodinium sp.;Pavona cactus;Aquarium;Florida;United States
Symbiodinium sp.;Pavona cactus;Aquarium;Florida;United States
Symbiodinium sp.;Pavona decussata;Aquarium;;Fiji
Symbiodinium sp.;Pavona decussata;Aquarium;;Fiji
Symbiodinium sp.;Pavona decussata;Aquarium;Florida;United States
Symbiodinium sp.;Pavona decussata;Aquarium;Florida;United States
Symbiodinium sp.;Pavona decussata;Aquarium;;Fiji
Symbiodinium sp.;Pavona decussata;Aquarium;Florida;United States
Symbiodinium sp.;Pavona decussata;Aquarium;;Fiji
Symbiodinium sp.;Pavona decussata;Aquarium;Florida;United States
Symbiodinium sp.;Pavona sp.;Aquarium;;
Symbiodinium sp.;Pavona sp.;Aquarium;;
Symbiodinium sp.;Pectinia sp.;Aquarium;Florida;United States
Symbiodinium sp.;Pocillopora damicornis;Aquarium;Florida;United States
Symbiodinium sp.;Pocillopora damicornis;Aquarium;;
Symbiodinium sp.;Pocillopora damicornis;Aquarium;;
Symbiodinium sp.;Pocillopora damicornis;Aquarium;Florida;United States
Symbiodinium sp.;Pocillopora damicornis;Aquarium;Florida;United States
Symbiodinium sp.;Pocillopora damicornis;Aquarium;Florida;United States
Symbiodinium sp.;Pocillopora damicornis;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Pocillopora damicornis;Aquarium;Florida;United States
Symbiodinium sp.;Pocillopora damicornis;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Polyphyllia sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Porites cylindrica;Aquarium;Florida;United States
Symbiodinium sp.;Porites cylindrica;Aquarium;Nebraska;United States
Symbiodinium sp.;Porites cylindrica;Aquarium;;
Symbiodinium sp.;Porites rus;Aquarium;;Fiji
Symbiodinium sp.;Porites sp.;Aquarium;;
Symbiodinium sp.;Porites sp.;Aquarium;;
Symbiodinium sp.;Seriatopora hystrix;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Seriatopora hystrix;Aquarium;Florida;United States
Symbiodinium sp.;Seriatopora hystrix;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Seriatopora hystrix;Aquarium;Florida;United States
Symbiodinium sp.;Seriatopora hystrix;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Sinularia sp.;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Stylophora pistillata;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Stylophora pistillata;Aquarium;Pennsylvania;United States
Symbiodinium sp.;Turbinaria sp.;Aquarium;Florida;United States
Symbiodinium sp.;Turbinaria sp.;Aquarium;Florida;United States
Symbiodinium microadriaticum;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium microadriaticum;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora cytherea;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Acropora millepora;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora millepora;Pacific;Great Barrier Reef;Australia
