Symbiont accepted name;Host accepted name;Ocean origin;Region origin;Country origin
Symbiodinium sp.;Favia fragum;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Lebrunia danae;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Lebrunia danae;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Lebrunia danae;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Leptoseris cucullata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Leptoseris cucullata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Leptoseris cucullata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Madracis decactis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Madracis decactis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Madracis decactis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Madracis decactis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Madracis decactis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Madracis formosa;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Madracis mirabilis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Madracis mirabilis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Madracis mirabilis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Madracis mirabilis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Madracis pharensis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Madracis pharensis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Manicina areolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Millepora alcicornis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Millepora alcicornis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora alcicornis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora alcicornis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Millepora complanata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Millepora complanata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora complanata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora complanata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora complanata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora squarrosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora squarrosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora squarrosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora squarrosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora squarrosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora squarrosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora squarrosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Millepora squarrosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea annularis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea annularis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea annularis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea annularis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea annularis;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea annularis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea annularis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea franksi;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Montastraea franksi;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Mussa angulosa;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Mussa angulosa;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Mycetophyllia aliciae;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Mycetophyllia daniana;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Mycetophyllia ferox;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Mycetophyllia ferox;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Mycetophyllia lamarckiana;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Mycetophyllia lamarckiana;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Mycetophyllia reesi;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Mycetophyllia reesi;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Mycetophyllia sp.;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Myrionema sp.;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Palythoa grandis;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Parazoanthus sp.;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Plexaura sp.;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Plexaurella nutans;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites divaricata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites divaricata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites divaricata;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites porites;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites porites;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites porites;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites porites;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites porites;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites porites;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites porites;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites porites;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites porites;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites porites;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Porites porites;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Pseudoplexaura sp.;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Pseudoplexaura sp.;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Pseudopterogorgia americana;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Pterogorgia citrina;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Ricordea florida;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Ricordea florida;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Scolymia sp.;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Scolymia sp.;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Scolymia sp.;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Scolymia sp.;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea radians;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Siderastrea siderea;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Siderastrea siderea;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Siderastrea siderea;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Siderastrea siderea;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Stephanocoenia intersepta;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Stephanocoenia intersepta;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Stephanocoenia intersepta;Caribbean;Eastern Caribbean;Barbados
Symbiodinium sp.;Stephanocoenia intersepta;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Stephanocoenia intersepta;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Stichodactyla helianthus;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Porites cylindrica;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stylophora pistillata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Madracis carmabi;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis decactis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis decactis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis decactis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis formosa;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis formosa;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis mirabilis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis mirabilis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis mirabilis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis mirabilis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis mirabilis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis mirabilis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis senaria;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis senaria;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis senaria;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis senaria;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Madracis pharensis;Caribbean;Curacao;Netherlands
Symbiodinium sp.;Montastraea franksi;Caribbean;Bocas del Toro;Panama
Symbiodinium sp.;Montastraea franksi;Caribbean;Bocas del Toro;Panama
Symbiodinium sp.;Montastraea franksi;Caribbean;Bocas del Toro;Panama
Symbiodinium sp.;Montastraea franksi;Caribbean;Bocas del Toro;Panama
Symbiodinium sp.;Montastraea franksi;Caribbean;Bocas del Toro;Panama
Symbiodinium pulchrorum;Nephthea sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Anthelia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Anthelia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Asterospicularia laurae;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Briareum sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Briareum sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Briareum sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Briareum sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Cespitularia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Cespitularia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Cespitularia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Clavularia koellikeri;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Efflatounaria sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Efflatounaria sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Efflatounaria sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Efflatounaria sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Heteroxenia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Lemnalia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Lemnalia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Lobophytum compactum;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Lobophytum compactum;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Nephthea sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Nephthea sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Nephthea sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Nephthea sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Paralemnalia digitiformis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Paralemnalia digitiformis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Paralemnalia digitiformis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Paralemnalia thyrsoides;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Paralemnalia thyrsoides;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Pinnigorgia flava;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Pinnigorgia flava;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Rhytisma sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Rhytisma sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Sarcophyton sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Sarcophyton sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Sinularia flexibilis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Sinularia flexibilis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Sinularia polydactyla;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Sinularia polydactyla;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Stereonephthya sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Xenia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Xenia sp.;Pacific;Great Barrier Reef;Australia
Symbiodinium linucheae;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium linucheae;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium linucheae;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium linucheae;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium sp.;Porites astreoides;Caribbean;US Virgin Islands;United States
Symbiodinium microadriaticum;Cassiopea xamachana;;;
Symbiodinium sp.;Pocillopora damicornis;;;
Symbiodinium sp.;Porites astreoides;Caribbean;Florida;United States
Symbiodinium sp.;Porites lobata;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Zoanthus sociatus;;;
Symbiodinum kawagutii;Montipora capitata;;;
Symbiodinum kawagutii;Montipora capitata;;;
Symbiodinium sp.;Anemonia sp.;Mediterranean;Eastern Mediterranean;
Symbiodinium sp.;Briareum sp.;Caribbean;Florida;United States
Symbiodinium sp.;Cliona varians;;;
Symbiodinium sp.;Litophyton sp.;Red Sea;;
Symbiodinium sp.;Plexaurella nutans;;;
Symbiodinium sp.;Pavona gigantea;Pacific;Baja California;Mexico
Symbiodinium sp.;Pavona gigantea;Pacific;Baja California;Mexico
Symbiodinium sp.;Pocillopora verrucosa;Pacific;Baja California;Mexico
Symbiodinium sp.;Pocillopora verrucosa;Pacific;Baja California;Mexico
Symbiodinium sp.;Pocillopora verrucosa;Pacific;Baja California;Mexico
Symbiodinium sp.;Pteraeolidia ianthina;Pacific;Kanagawa;Japan
Symbiodinium sp.;Pteraeolidia ianthina;Pacific;"Kanagawa; Hayama";Japan
Symbiodinium sp.;Tridacna crocea;Pacific;Okinawa;Japan
Symbiodinium sp.;Tridacna crocea;Pacific;Okinawa;Japan
Symbiodinium pulchrorum;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Montastraea faveolata;Caribbean;Western Caribbean;Belize
Symbiodinium sp.;Discosoma unguja;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Discosoma unguja;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Discosoma unguja;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Discosoma unguja;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Discosoma unguja;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Discosoma unguja;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Discosoma unguja;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Discosoma unguja;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Rhodactis rhodostoma;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Rhodactis rhodostoma;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Rhodactis rhodostoma;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Rhodactis rhodostoma;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Rhodactis rhodostoma;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Rhodactis rhodostoma;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Rhodactis rhodostoma;Red Sea;Gulf of Aqaba;Israel
Symbiodinium sp.;Rhodactis rhodostoma;Red Sea;Gulf of Aqaba;Israel
Symbiodinium linucheae;Linuche unguiculata;Atlantic;Bermuda;United kingdom
Symbiodinium linucheae;Plexaura homomalla;Caribbean;;Bahamas
Symbiodinium californium;Anthopleura elegantissima;Pacific;California;United States
Symbiodinium cariborum;Cassiopea frondosa;Caribbean;;Jamaica
Symbiodinium cariborum;Condylactis gigantea;Caribbean;;Jamaica
Symbiodinium goreaui;Rhodactis lucida;Caribbean;;Jamaica
Symbiodinium kawagutii;Montipora capitata;Pacific;Hawaiian Islands;United States
Symbiodinium microadriaticum;Cassiopea andromeda;Red Sea;Gulf of Aqaba;Israel
Symbiodinium microadriaticum;Cassiopea xamachana;Caribbean;Florida;United States
Symbiodinium microadriaticum;Stylophora pistillata;Red Sea;Gulf of Aqaba;Israel
Symbiodinium pilosum;Bartholomea annulata;Caribbean;;Barbados
Symbiodinium pilosum;Corculum cardissa;Pacific;;Palau
Symbiodinium pilosum;Gorgonia ventallina;Caribbean;;Jamaica
Symbiodinium pilosum;Gorgonia ventallina;Caribbean;Puerto Rico;United States
Symbiodinium pilosum;Gorgonia ventallina;Atlantic;Bermuda;United kingdom
Symbiodinium pilosum;Heliopora sp.;Pacific;Enewetak;Marshall Islands
Symbiodinium pilosum;Meandrina meandrites;Caribbean;;Jamaica
Symbiodinium pilosum;Tridacna gigas;Pacific;;Australia
Symbiodinium pilosum;Zoanthus sociatus;Caribbean;;Jamaica
Symbiodinium pulchrorum;Aiptasia pulchella;Pacific;Hawaiian Islands;United States
Symbiodinium pulchrorum;Aiptasia pallida;Caribbean;Florida;United States
Symbiodinium pulchrorum;Aiptasia tagetes;Caribbean;Puerto Rico;United States
Symbiodinium pulchrorum;Aiptasia tagetes;Atlantic;Bermuda;United kingdom
Symbiodinium pulchrorum;Cassiopea xamachana;Caribbean;;Jamaica
Symbiodinium pulchrorum;Corbulifera sp.;Pacific;;Palau
Symbiodinium pulchrorum;Lebrunia danae;Caribbean;;Jamaica
Symbiodinium pulchrorum;Oculina diffusa;Atlantic;Bermuda;United kingdom
Symbiodinium pulchrorum;Pocillopora damicornis;Pacific;Hawaiian Islands;United States
Symbiodinium pulchrorum;Pseudopterogorgia bipinnata;Caribbean;;Jamaica
Symbiodinium sp.;Aiptasia pallida;Caribbean;Florida;United States
Symbiodinium sp.;Anthopleura elegantissima;;;
Symbiodinium sp.;Cassiopea mertensi;Pacific;Hawaiian Islands;United States
Symbiodinium sp.;Dichotomia sp.;Caribbean;;Bahamas
Symbiodinium sp.;Discosoma sanctithomae;Caribbean;;Jamaica
Symbiodinium sp.;Hippopus hippopus;Pacific;;Palau
Symbiodinium sp.;Hippopus hippopus;Pacific;;Palau
Symbiodinium sp.;Mastigias sp.;Pacific;;Palau
Symbiodinium sp.;Meandrina meandrites;Caribbean;;Jamaica
Symbiodinium sp.;Montastraea annularis;;;
Symbiodinium sp.;Oculina diffusa;Atlantic;Bermuda;United kingdom
Symbiodinium sp.;Tridacna crocea;Pacific;;Australia
Symbiodinium sp.;Tridacna crocea;Pacific;;Palau
Symbiodinium sp.;Tridacna derasa;Pacific;;Palau
Symbiodinium sp.;Tridacna gigas;Pacific;;Palau
Symbiodinium sp.;Tridacna maxima;Pacific;;Palau
Symbiodinium sp.;Tridacna maxima;Pacific;Enewetak;Marshall Islands
Symbiodinium sp.;Tridacna squamosa;Pacific;;Palau
Symbiodinium linucheae;Condylactis gigantea;Caribbean;Exuma Islands;Bahamas
Symbiodinium linucheae;Condylactis gigantea;Caribbean;Quintana Roo;Mexico
Symbiodinium linucheae;Millepora alcicornis;Caribbean;Quintana Roo;Mexico
Symbiodinium linucheae;Myrionema ambionense;Caribbean;Exuma Islands;Bahamas
Symbiodinium linucheae;Porites astreoides;Caribbean;Quintana Roo;Mexico
